NAME,QTY
Карта памяти Micro SD Card PATRIOT 64GB PEF64GEP31MCX EP SDXC V30 (Class 10),45
Карта памяти Micro SD Card PATRIOT 64GB PIF64GSXC10 INSTA UHS-I (Class 10),1
Карта памяти Micro SD Card PATRIOT 64GB PSF64GLX1MCX (Class 10),2
Карта памяти Micro SD Card PATRIOT 64GB PSF64GMDC10 LX Series UHS-I (Class 10),25
"Карта памяти Micro SD Samsung EVO Plus 256GB MB-MC256SA/EU (w/Adapter, Class 10)",2
Карта памяти Micro SD Samsung EVO Plus 64GB MB-MC64KA/EU (Class 10),2
"Карта памяти Micro SD Samsung EVO Plus 64GB MB-MC64SA/EU (w/Adapter, Class 10)",10
"Карта памяти SD Card Kingston 128GB Canvas Select Plus (SDXC, UHS-I, Class 10 + Adapter)",10
"Карта памяти SD Card Kingston 256GB Canvas Select Plus (SDXC, UHS-I, Class 10)",2
"Карта памяти SD Card Kingston 512GB Canvas Select Plus (SDXC, UHS-I, Class 10)",1
"Карт-ридер Acorp CRIP200-B (USB 2.0, Internal, Black)",1
Картридж CrownMicro CM-CE285A/125/325/725/925,1
"Клавиатура A4Tech Bloody B150N (Gaming, Backlight, Black, USB)",3
"Клавиатура A4Tech Bloody B314 (Multimedia, Gaming, Black, USB)",3
"Клавиатура CrownMicro CMGK-404, RGB, Gaming (USB)",2
"Клавиатура CrownMicro CMGK-900, Gaming (USB)",2
"Клавиатура CrownMicro CMGK-902, Gaming (USB)",2
Клавиатура CrownMicro CMK-157T (USB),5
Клавиатура CrownMicro CMK-F02B (USB),496
"Клавиатура Fury NFU-1697 SkyRaider, Backlight, Gaming (USB, US Layout)",12
"Клавиатура Genesis NKG-0939 RHOD 110, Backlight, Gaming (USB, US LAYOUT)",9
"Клавиатура Genesis NKG-1419 LITH 400 RGB X-SCISSOR SLIM, Backlight, Gaming (USB)",4
"Клавиатура Genesis NKG-1528 RHOD 300 RGB, Backlight, Gaming (USB, US LAYOUT)",9
"Клавиатура Genesis NKG-1727 RHOD 350 RGB, Backlight, Gaming (USB, US Layout)",5
"Клавиатура Genesis NKG-1824 RHOD 350 RGB, Backlight, Gaming (USB)",1
"Клавиатура Genesis NKG-1877 THOR 303 RGB, Backlight, Mechanical, Gaming (USB, US Layout)",3
"Клавиатура Genesis NKG-2071 THOR 404 TKL RGB, Backlight, Mechanical, Gaming (USB, US Layout)",9
"Клавиатура Genesis NKG-2081 THOR 230 TKL RGB, Backlight, Mechanical, Gaming (USB, US Layout)",2
"Клавиатура Genius SlimStar 126 (USB, Black)",3
"Клавиатура Genius SlimStar 126 (USB, White)",2
"Клавиатура Logitech K120, (USB, Black)",194
"Клавиатура MSI VIGOR GK20 (Gaming, Black, USB)",1
"Клавиатура Oklick 305M (White, Multimedia, USB)",17
"Клавиатура Oklick 505M (White, Slim, USB)",4
"Клавиатура Razer Ornata V3 X (Gaming, Black, USB)",1
"Клавиатура SVEN KB-G8800 (Gaming, RGB)",2
"Клавиатура SVEN KB-G9300 (Gaming, RGB, 20xFn keys)",8
"Клавиатура SVEN KB-G9400 (Gaming, RGB)",8
"Клавиатура SVEN KB-G9500 Gaming (Mechanical, Blue switches, USB, Black)",4
"Клавиатура SVEN KB-G9700 Gaming (Mechanical, Red switches, USB, Black)",3
"Клавиатура SVEN KB-S300 (USB, White)",17
"Клавиатура SVEN Standard 301 (USB, Black)",55
"Клавиатура беспроводная A4Tech Fstyler FBK11 Slim (2.4GHz/Bluetooth, White, USB)",1
"Клавиатура беспроводная A4Tech Fstyler FBK25 Slim (2.4GHz/Bluetooth, Multimedia, Black, USB)",1
"Клавиатура беспроводная Genesis NKG-1844 THOR 660 RGB, Backlight, Mechanical, Gaming (USB, US Layout)",3
"Клавиатура беспроводная Logitech K580 Multi-Device (2.4GHz/Bluetooth, USB, Graphite, US/Arabic Layout)",15
"Клавиатура беспроводная Logitech K780 Multi-Device (2.4GHz/Bluetooth, USB, Dark Grey/Speckled White, US/RU Layout)",14
"Клавиатура беспроводная Oklick K225W (White, Multimedia, USB)",15
"Клавиатура+Мышь Genius Smart KM-200 (Black, USB)",8
"Клавиатура+мышь беспроводные A4Tech Fstyler FG1010 (Multimedia, White, USB)",3
"Клавиатура+Мышь беспроводные Genius Smart KM-8101 (USB, black)",8
"Клавиатура+Мышь беспроводные Logitech MK270 (US Layout, USB)",86
"Клавиатура+Мышь беспроводные Logitech MK370 (US-Layout, Bluetooth, Graphite, USB)",1
"Клавиатура+Мышь беспроводные Logitech MK650 Signature (US-Layout, Bluetooth, Graphite, USB)",3
"Клавиатура+Мышь+Коврик SVEN GS-9200 Gaming (2400DPI, Black, USB)",2
"Клавиатура+Мышь+Наушники+Коврик Fury NFU-1676 (Thunderstreak 2.0, RGB, Black, USB)",29
"Коврик для мыши BURO BU-CLOTH (230x180x3mm, Grey)",4
"Коврик для мыши CrownMicro CMGMP-01 (350x250x4, RGB, USB)",14
"Коврик для мыши Fury NFU-1930 CHALLENGER XXL, Gaming (800x400mm, Black)",1
"Коврик для мыши Genesis NPG-0658 CARBON 500 M LOGO, Gaming (300x250mm)",11
"Коврик для мыши Genesis NPG-1859 CARBON 400 M LOGO, Gaming (350x250mm)",6
Коврик для мыши Genesis NPG-1932 POLON 200 XL (500x400mm),4
"Коврик для мыши Natec NPO-1456 Science Maxi, Gaming (800x400mm)",2
Коврик для мыши Natec NPO-1457 Discoveries Maxi (800x400mm),7
"Коврик для мыши Natec NPO-2085 Colors series (Obsidian Black, 300x250mm)",23
"Коврик для мыши NATEC NPO-2243 World Deep Blue, Gaming (800x400mm)",6
Коврик для мыши Natec NPP-2045 Evapad Black (235x205mm),4
"Коврик для мыши SVEN MP-G01S Soldier (Gaming, 230x200x2mm)",20
Колонки CrownMicro 2.0 CMS-601 (6W),1
"Колонки CrownMicro CMBS-327 (Bluetooth, 3W, 400mAh, FM, CardReader, Plastic)",1
"Колонки Genesis NCS-1408 HELIUM 610 2.1 Gaming (Bluetooth, 60W)",4
"Колонки Genesis NCS-1772 HELIUM 800BT 2.1 Gaming (Bluetooth, 60W)",2
"Колонки Genius SW-2.1 2000 (2.1, Black)",2
"Колонки Logitech 2.0 Z150 (Black, USB)",5
"Колонки Logitech 2.0 Z150 (White, USB)",4
"Колонки Logitech Z623 (2.1, THX 200W, Black)",2
"Колонки Oklick 2.0 OK-331 (6W, Black)",1
"Колонки Oklick 2.1 OK-420 (11W, Black)",3
"Колонки SVEN 130 (2.0, 2x3W, USB, Black)",30
"Колонки SVEN 135 (2.0, 2x3W, USB, Black)",31
"Колонки SVEN 312 (2.0, 2x2W, USB, Black)",15
"Колонки SVEN SPS-575 (2.0, 2x3W, USB, Black)",9
"Колонки SVEN SPS-606 (2.0, 2x3W, USB, Black)",2
Коммуникатор 10port 10/100/1000 D-Link DGS-1210-10/E M,1
"Коммуникатор 10port 10/100/1000 TP-Link TL-SG1210MPE (8POE+, 1SFP)",4
"Коммуникатор 10port 10/100/1000 TP-Link TL-SG1210P (8POE+, 1SFP)",2
Коммуникатор 16port 10/100/1000 D-Link DGS-1100-24V2/E M RM,3
"Коммуникатор 16port 10/100/1000 TP-Link TL-SG2218 (16G, 2xSFP)",3
Коммуникатор 20port 10/100/1000 D-Link DGS-1210-20/E M RM,2
"Коммуникатор 24port 10/100 D-Link DES-1210-28/C1A (2xSFP, Smart)",1
Коммуникатор 24port 10/100 TP-Link TL-SF1024D,4
Коммуникатор 24port 10/100 TP-Link TL-SF1024M (Plastic),2
"Коммуникатор 24port 10/100/1000 Mikrotik CRS125-24G-1S-2HnD-IN M (24P+1, AR9344, 128mb RAM, 1xSFP, RauterOS L5, 24Ghz 802.11b/g",1
Коммуникатор 24port 10/100/1000 TP-Link TL-SG1024,3
Коммуникатор 24port 10/100/1000 TP-Link TL-SG1024D,1
Коммуникатор 26port 10/100/1000 D-Link DGS-1210-26 M RM,2
Коммуникатор 5port 10/100 TP-Link LS1005,4
Коммуникатор 5port 10/100/1000 TP-Link TL-SG1005D (Plastic),1
Коммуникатор 8port 10/100 TP-Link TL-LS1008,6
Коммуникатор 8port 10/100 TP-Link TL-SF1008D (Plastic),12
Коммуникатор 8port 10/100/1000 TP-Link TL-SG1008P,2
Коммуникатор 8port 10/100/1000 TP-Link TL-SG2008,3
Коммуникатор 8port 10/100/1000 TP-Link TL-SG3210,16
Коммуникатор Lightwave LW-HUB-A104-4 (USB Type-A to 4xUSB 2.0 Type-A),25
Коммуникатор Lightwave LW-HUB-C304-4 (USB Type-C to 1xUSB 3.0/2xUSB 2.0 Type-A/1xType-C Ports),25
"Коммуникатор USB-HUB Natec Mantis 2 (4port, USB 3.0, AC adapter)",3
"Коммуникатор USB-HUB Natec MAYFLY (4port, USB-C 3.0, USB-A adapter)",53
"Коммуникатор USB-HUB Natec SILKWORM (4port, USB-C 3.0, Black)",33
"Компьютер CS A3000G-4120 (Athlon 3000G, 4GB RAM, 120GB SSD, 500W)",1
"Коннектор LANBERG PLS-5000 FTP, CAT5E, RJ-45 PLUG 8P8C (100PCS)",19
"Коннектор LANBERG PLU-5000EZ UTP, CAT5E, RJ-45 PLUG 8P8C (100PCS)",1
"Коннектор LANBERG PLU-5020 UTP, CAT5E, RJ-45 PLUG 8P8C (20PCS)",1
"Коннектор LANBERG PLU-6020 UTP, CAT6, RJ-45 PLUG 8P8C (20PCS)",5
"Корпус Desktop CrownMicro CM-1907-3 black (ITX, 300W)",1
Корпус MidiTower Aerocool ATOMIC-G-BK-V1 WINDOWS w/o black (MidiATX),1
Корпус MidiTower Cooler Master Elite V3 (mATX),1
Корпус MidiTower Cooler Master MasterBox NR600 w/o black (MidiATX),1
Корпус MidiTower Coolermaster CM Force 500 w/o black (MidiATX),5
Корпус MidiTower Coolermaster MasterBox Q300L w/o black (MidiATX),2
Корпус MidiTower Coolermaster MasterBox TD300 Mesh w/o black (MidiATX),6
Корпус MidiTower Cougar FV150 RGB w/o black (MidiATX),1
"Корпус MidiTower CrownMicro CMC-4103 black (mATX, 450W)",5
Корпус MidiTower Deepcool CC560 Limited V2 (MidiATX),3
Корпус MidiTower Deepcool CH370 (mATX),1
"Корпус MidiTower Deepcool Matrexx 50 w/o black (MidiATX, E-ATX)",4
Корпус MidiTower Formula S1302B w/o black (MidiATX),21
Корпус MidiTower Formula V-LINE 2052 w/o black (MidiATX),1
Корпус MidiTower Fractal Design Core 1000 w/o Black (MidiATX),6
"Корпус MidiTower Genesis NPC-1131 IRID 300 w/o Red (USB 3.0, Window, MidiATX)",1
Корпус MidiTower Genesis NPC-1517 IRID 505 V2 Window w/o Black (MidiATX),16
Корпус MidiTower Genesis NPC-1518 IRID 505 V2 ARGB Window w/o Black (MidiATX),19
Корпус MidiTower Genesis NPC-1558 IRID 503 V2 Window w/o Black (MiniATX),18
Корпус MidiTower Genesis NPC-1872 IRID 505 V2 ARGB Window w/o White (MidiATX),9
"Корпус MidiTower Hiper DCB w/o black (MidiATX, ATX)",4
Корпус MidiTower Thermal Master C708 Black (600W),15
Корпус MidiTower Thermal Master G173 Black (600W),5
Корпус MidiTower ThermalTake Versa H18 window w/o black (MidiATX),2
Корпус MidiTower ThermalTake Versa H330 TG w/o black (MidiATX),1
Корпус MidiTower Zalman S5 w/o black (MidiATX),1
Корпус MidiTower Zalman ZM-T4 w/o black (MidiATX),2
Корпус MiniTower Cougar Uniface Mini RGB w/o black (MidiATX),1
"Корпус MiniTower Deepcool Matrexx 30 (MiniATX, mATX)",4
Корпус MiniTower Deepcool Matrexx 30 SI (MiniATX),1
"Корпус RackTower Lanberg SC01-4504-10B w/o black (Rack, 450/10, 19"", 4U)",4
Крепёж Logitech Mounting Kit for Rally Video Conferencing System (939-001644),1
Кресло игровое Fury NFF-1710 AVENGER M+ Black/White,37
Кресло игровое Genesis NFG-0751 Nitro 770 Black/Red,13
Кресло игровое Genesis NFG-0752 Nitro 330 Black/Red,16
Кресло игровое Genesis NFG-0782 Nitro 330 Black/Blue,18
Кресло игровое Genesis NFG-1141 Nitro 330 Military LE,3
Кресло игровое Genesis NFG-1532 Nitro 560 Black/Military,5
Кресло игровое Genesis NFG-1576 TRIT 500 RGB Black,9
Кресло игровое Genesis NFG-1577 Trit 600 RGB Black,1
Кресло игровое Genesis NFG-1848 NITRO 650 Onyx Black,5
Кресло игровое Genesis NFG-1945 Astat 700 G2 Black,5
Кресло игровое Genesis NFG-1945 Astat 700 G2 Red,2
Кресло игровое Genesis NFG-2068 Nitro 550 G2 Black,4
Кресло игровое Genesis NFG-2096 NITRO 720 Black-Grey,5
Кресло игровое Genesis NFG-2112 Nitro 550 G2 Grey,5
"Кронштейн для мониторов Arm Media LCD-T01 (15""-32"", Black)",1
"Кронштейн для мониторов Arm Media LCD-T43 (15""-32"", Black)",1
"Кронштейн для мониторов Arm Media LCD-T52 (15""-32"", Black)",2
"Кронштейн для мониторов LogiLink BP0045 (13""-32"", Black)",8
"Кронштейн для проектора Buro PR07-W (White, Up to 12kg)",4
Кронштейн для проектора Holder PR-103-W (White),1
Кронштейн для проектора Holder PR-104-W (White),1
"Кронштейн для телевизора Arm Media LCD-01 (15''-32'', up to 15kg, Black)",2
Кулер Arctic Alpine 17 CO (S-1700),30
Кулер Arctic Alpine 23 CO (S-AM4/AM5),5
"Кулер Cooler Master Hyper 212 ARGB (Universal socket INTEL/AMD, 27Db, RGB)",1
"Кулер Cooler Master Hyper 212 Black Edition (Universal socket INTEL/AMD, 27Db, RGB)",1
"Кулер Crown CM-5 (Universal socket INTEL/AMD, Copper tubes, TDP up to 187w)",4
"Кулер Crown CM-80 (Universal socket INTEL/AMD, TDP up to 65w)",2
"Кулер Crown CM-80 v2 (Universal socket INTEL + S1700/AMD, TDP up to 65w)",130
"Кулер Crown CM-82 (Universal socket INTEL/AMD, TDP up to 80w)",1
"Кулер Deepcool AG500 (Universal socket INTEL/AMD, 240W)",3
"Кулер Deepcool ARCHER BIGPRO (Universal socket INTEL/AMD, 125W, ARCHER.BIGPRO)",1
Кулер Deepcool GAMMAXX 400 EX (Universal socket INTEL/AMD),1
"Кулер Deepcool GAMMAXX AS500 PLUS White (Universal socket INTEL/AMD, TDP up to 220w)",2
Кулер Deepcool GAMMAXX GTE V2 (Universal socket INTEL/AMD),4
"Кулер Deepcool ICE EDGE MINI FS V2.0 (Universal socket INTEL/AMD, 100W, ICEEDGEMINIFSV2.0 1700 NATIVE)",1
"Кулер ID-Cooling Frozn A610 Black (Universal socket INTEL/AMD, PWM, TDP up to 250w)",5
"Кулер ID-Cooling Frozn A620 Black (Universal socket INTEL/AMD, PWM, TDP up to 270w)",5
"Кулер ID-Cooling SE-206-XT (Universal socket INTEL/AMD, PWM, TDP up to 250w)",1
"Кулер ID-Cooling SE-224-XTS ARGB (Universal socket INTEL/AMD, PWM, TDP up to 220w)",20
"Кулер ID-Cooling SE-225-XT Black V2 (Universal socket INTEL/AMD, PWM, TDP up to 220w)",1
"Кулер ID-Cooling SE-226-XT ARGB (Universal socket INTEL/AMD, PWM, TDP up to 250w)",1
"Кулер ID-Cooling SE-226-XT ARGB White (Universal socket INTEL/AMD, PWM, TDP up to 250w)",2
"Кулер ID-Cooling SE-903-SD V3 (Universal socket INTEL/AMD, TDP up to 130w)",10
"Кулер ID-Cooling SE-903-XT (Universal socket INTEL/AMD, PWM, TDP up to 130w)",3
"Кулер Thermaltake UX200 (Universal socket INTEL/AMD, TDP up to 130w)",2
"Кулер Thermaltake UX200 SE ARGB (Universal socket INTEL/AMD, TDP up to 170w, White)",5
Кулер TITAN DC-156V925X/R,2
Кулер TITAN TTC-NC25TZ,6
Кулер TITAN TTC-NK96TZ/NPW,3
"Кулер Xilence XC129 M403 ARGB (Universal socket INTEL/AMD, TDP up to 150w)",1
"Кулер Zalman CNPS10X Performa Black (Universal socket INTEL/AMD, PWM, TDP up to 180w)",3
"Кулер Zalman CNPS9X Optima RGB (Universal socket INTEL/AMD, PWM, TDP up to 180w)",1
"Кулер вентилятор для корпуса CrownMicro CMCF-12025S-1200 (120x120x25, 1500rpm, 35CFM, 20Db)",2
"Кулер вентилятор для корпуса CrownMicro CMCF-12025S-1210 (120x120x25, 1500rpm, 35CFM, 20Db, RED Backlight)",11
"Кулер вентилятор для корпуса CrownMicro CMCF-12025S-1213 (120x120x25, 1500rpm, 35CFM, 20Db, ORANGE Backlight)",10
"Кулер вентилятор для корпуса CrownMicro CMCF-14025S-1400 (140x140x25, 800-1300rpm, 56CFM, 27Db)",9
"Кулер вентилятор для корпуса CrownMicro CMCF-8025S-800 (80x80x25, 2000rpm, 40CFM, 28Db)",13
"Кулер вентилятор для корпуса CrownMicro CMCF-9225S-920 (92x92x25, 800-1800rpm, 27CFM, 22.5Db)",7
"Кулер вентилятор для корпуса Genesis NGF-1168 Hydrion 120 (120x120x25, 1000rpm, 42CFM, 19Db, GREEN Backlight)",1
"Кулер вентилятор для корпуса Genesis NGF-2043 Oxal 120 3-Pack (120mm, 1300rpm, 46.1CFM, 22.1Db)",7
"Кулер вентилятор для корпуса ID-Cooling ZF-14025-ARGB (140x140x25, 17-37Db, LED)",3
"Кулер для ноутбука CrownMicro CMLC-1101 (up to 17"", Blue backlight, 2xCooler)",2
"Кулер для ноутбука CrownMicro CMLS-130 (up to 19"", Red backlight, 1xCooler)",2
"Кулер для ноутбука CrownMicro CMLS-132 (up to 19"", Green backlight, 1xCooler)",1
"Кулер для ноутбука CrownMicro CMLS-133 (up to 19"", Orange backlight, 1xCooler)",7
"Кулер для ноутбука CrownMicro CMLS-400 (up to 17"", 1xCooler)",10
"Кулер для ноутбука Genesis NHG-1678 OXID 450 RGB (up to 15.6"", LED Light, 1xUSB, 1xCooler)",10
"Кулер для ноутбука Genesis NHG-2075 OXID 260 (up to 17.3"", LED Light, 2xUSB, 4xCooler)",2
"Кулер для ноутбука Natec NPL-2252 Dipper 2 (up to 17.3"", LED Light, 1xUSB, 1xCooler)",17
"Кулер для ноутбука Natec Oriole NPL-1926 (up to 17.3"", LED Light, 2xUSB, 3xCooler)",6
"Кулер/Столик для ноутбука CrownMicro CMLS-100 (up to 17"", 2xCooler, adjustable height, Silver)",4
"Кулер/Столик для ноутбука CrownMicro CMLS-116G (up to 17"", 2xCooler, adjustable height)",5
"Мат. плата Arktek G41 AK-G41M EL (S-775, G41, VGA, 2DDR3, PCI-E, COM, SATA3, LAN)",13
"Мат. плата Arktek H81 AK-H81M EL (S-1150, H81, VGA, HDMI, PCI-E, 2DDR3, PCI, SATA3, GbLAN)",5
"Мат. плата Asrock A520M-HVS (S-AM4, A520, VGA, DVI, HDMI, 2xPCI-E, 2DDR4, M.2, SATAIII RAID, PCI, SATA3, GbLAN)",1
"Мат. плата ASROCK H510M-HDV/M.2 SE (S-1200, H510, VGA, DVI, HDMI, 2xPCI-E, 2DDR4, M.2, SATA3, GbLAN)",2
"Мат. плата ASUS PRIME B660M-K D4 (S-1700, B660, VGA, HDMI, 3xPCI-E, 2xDDR4, 2xM.2, SATAIII RAID, PCI, SATA3, GbLAN)",3
"Мат. плата ASUS PRIME B760M-K (S-1700, B760, VGA, HDMI, 2xPCI-E, 2xDDR5, 2xM.2, SATAIII RAID, PCI, SATA3, GbLAN)",7
"Мат. плата ASUS PRIME H510M-K (S-1200, H510, VGA, HDMI, PCI-E, 2DDR4, PCI, SATA3, GbLAN)",1
"Мат. плата ASUS PRIME H510M-R R2.0-SI (S-1200, H470, VGA, HDMI, PCI-E, 2DDR4, SATA3, GbLAN)",9
"Мат. плата ASUS PRIME H610M-R D4-SI (S-1700, H610, VGA, HDMI, PCI-E, 2DDR4, M.2, PCI, SATA3, GbLAN)",25
"Мат. плата ASUS PRIME H770-PLUS D4 (S-1700, H770, HDMI, DP, 5xPCI-E, 4DDR5, 3xM.2, 4xSATA3, GbLAN)",2
"Мат. плата ASUS PRIME Z790M-PLUS (S-1700, Z790, HDMI, DP, 4xPCI-E, 4DDR5, 3xM.2, SATA3, GbLAN)",5
"Мат. плата ASUS PRIME Z790-P WIFI (S-1700, Z790, HDMI, DP, 5xPCI-E, 4DDR5, 3xM.2, SATA3, GbLAN)",2
"Мат. плата Gigabyte B550M DS3H (S-AM4, B550, DVI, HDMI, DP, 3xPCI-E, 4xDDR4, 2xM.2, SATAIII RAID, PCI, SATA3, GbLAN)",2
"Мат. плата Gigabyte B760M Gaming (S-1700, B760, HDMI, DP, 3xPCI-E, 2DDR4, 2xM.2, SATAIII RAID, SATA3, GbLAN, B760MGAMINGDDR4)",2
"Мат. плата Gigabyte B850M D3HP (S-AM5, B850, HDMI/2xDP, 2xPCI-E, 4DDR5, 2xM.2, GbLAN)",1
"Мат. плата MSI PRO B760M-E (S-1700, B760, VGA, HDMI, 2xPCI-E, 2DDR4, M.2, SATAIII RAID, PCI, SATA3, GbLAN)",1
"Мат. плата MSI PRO H510M-B (S-1700, H510, VGA, HDMI, PCI-E, 2DDR4, M.2, SATA3, GbLAN)",6
Микрофон SVEN MK-200,4
"Модуль памяти DIMM 16GB DDR4 CRUCIAL CT16G4DFRA32A (3200MHz, 1.2v)",10
Модуль памяти DIMM 16GB DDR4 PATRIOT PSD416G32002 (3200MHz),12
"Модуль памяти DIMM 16GB DDR4 PATRIOT PSP416G320081H1 (3200MHz, Heatsink)",1
Модуль памяти DIMM 16GB DDR4 PATRIOT VIPER 4 PV416G300C6K (3000MHz),1
Модуль памяти DIMM 16GB DDR4 PATRIOT VIPER Black PVB416G400C9K (4000MHz),1
Модуль памяти DIMM 16GB DDR4 PATRIOT VIPER Black PVB416G413C8K (4133MHz),1
Модуль памяти DIMM 16GB DDR4 PATRIOT VIPER Elite II PVE2416G400C0 (4000MHz),5
Модуль памяти DIMM 16GB DDR4 PATRIOT VIPER Steel PVS416G360C8K KIT (3600MHz),1
Модуль памяти DIMM 16GB DDR4 PATRIOT VIPER Steel RGB PVSR416G360C0K (3600MHz),2
Модуль памяти DIMM 16GB DDR5 CRUCIAL CT16G48C40U5 (4800MHz),1
"Модуль памяти DIMM 16GB DDR5 PATRIOT PSD516G480081 (PC21330, 4800MHz)",6
Модуль памяти DIMM 16GB DDR5 PATRIOT PSD516G560081 (5600MHz),3
Модуль памяти DIMM 1GB DDR3 PATRIOT PSD31G133381 (1333MHz),16
"Модуль памяти DIMM 2GB DDRII PATRIOT PSD22G80026 (PC6400, 800MHz)",4
"Модуль памяти DIMM 32GB DDR4 CRUCIAL CT32G4DFD832A (3200MHz, 1.2v)",5
"Модуль памяти DIMM 32GB DDR4 PATRIOT PSD432G32002 (3200MHz, 1.2v)",14
Модуль памяти DIMM 32GB DDR4 PATRIOT VIPER Elite II PVE2432G360C0 (3600MHz),1
Модуль памяти DIMM 32GB DDR4 PATRIOT VIPER Steel PVS432G320C6 (3200MHz),2
Модуль памяти DIMM 32GB DDR4 PATRIOT VIPER Steel PVS432G360C8 (3600MHz),4
"Модуль памяти DIMM 32GB DDR4 PATRIOT VIPER Steel PVS432G360C8K (2x16GB, 3600MHz)",2
"Модуль памяти DIMM 32GB DDR4 PATRIOT VIPER Steel PVSR432G360C0K (2x16GB, 3600MHz)",3
Модуль памяти DIMM 32GB DDR4 Samsung M378A4G43AB2-CWE (3200MHz),4
"Модуль памяти DIMM 32GB DDR5 Crucial CT2K16G56C46U5 (2x16GB, 5600MHz)",3
"Модуль памяти DIMM 32GB DDR5 Kingston FURY Beast KF556C40BBK2-32 (2x16GB, 5600MHz)",6
Модуль памяти DIMM 32GB DDR5 Kingston Fury Beast KF560C30BBEK2-32 (6000MHz),1
Модуль памяти DIMM 32GB DDR5 PATRIOT PSD532G48002 (4800MHz),12
"Модуль памяти DIMM 32GB DDR5 PATRIOT PSD532G4800K (2x16GB, 4800MHz)",2
Модуль памяти DIMM 32GB DDR5 PATRIOT PSD532G56002 (5600MHz),14
"Модуль памяти DIMM 32GB DDR5 PATRIOT VIPER Xtreme RGB PVXR532G76C36K (2x16GB, 7600MT/s)",1
"Модуль памяти DIMM 4GB DDR3 PATRIOT PSD34G160081 (PC12800, 1600MHz)",23
Модуль памяти DIMM 4GB DDR4 AMD R744G2400U1S-UO (2400MHz),1
"Модуль памяти DIMM 4GB DDR4 Hynix HMA851U6DJR6N-VKN0 (2666MHz, 1.2v)",1
"Модуль памяти DIMM 4GB DDR4 PATRIOT PSD44G266681 (PC21330, 2666MHz)",15
"Модуль памяти DIMM 4GB DDR4 PATRIOT PSD44G266681H (PC21330, 2666MHz)",2
"Модуль памяти DIMM 4GB DDRII PATRIOT PSD24G800K (2x2GB, 800MHz)",1
"Модуль памяти DIMM 64GB DDR4 PATRIOT VIPER Steel PVS464G320C6K (2x32GB, 3200MHz)",1
"Модуль памяти DIMM 64GB DDR5 Crucial CT2K32G56C46U5 (2x32GB, 5600MHz)",4
"Модуль памяти DIMM 64GB DDR5 Kingston FURY Beast Black KF560C36BBEK2-64 (2x32GB, 6000MHz)",1
"Модуль памяти DIMM 64GB DDR5 Kingston FURY Beast KF556C40BBK2-64 (2x32GB, 5600MHz)",3
"Модуль памяти DIMM 64GB DDR5 Kingston FURY Beast RGB KF560C36BBEAK2-64 (2x32GB, 6000MHz)",2
"Модуль памяти DIMM 64GB DDR5 PATRIOT VIPER Venom PVV564G560C40K (2x32GB, 5600MHz)",2
"Модуль памяти DIMM 8GB DDR3 PATRIOT PSD38G16002 (PC12800, 1600MHz)",26
"Модуль памяти DIMM 8GB DDR4 CRUCIAL CT8G4DFRA32A (3200MHz, 1.2v)",1
Модуль памяти DIMM 8GB DDR4 PATRIOT PSD48G320081 (3200MHz),1
"Модуль памяти DIMM 8GB DDR4 PATRIOT VIPER PVS48G360C8 (PC25600, 3600MHz)",1
"Модуль памяти DIMM 8GB DDR4 Samsung M378A1K43EB2-CWE (3200MHz, 1.2v)",2
Модуль памяти DIMM 8GB DDR5 PATRIOT PSD58G560041 (5600MHz),2
Модуль памяти DIMM 8GB DDR5 PATRIOT PSD58G560081 (5600MHz),10
Модуль памяти SODIMM 16GB DDR4 PATRIOT PSD416G320081S (3200MHz),10
Модуль памяти SODIMM 16GB DDR5 PATRIOT PSD516G480081S (4800MHz),1
Модуль памяти SODIMM 16GB DDR5 PATRIOT PSD516G560081S (5600MHz),10
Модуль памяти SODIMM 1GB DDR2 PATRIOT PSD21G6672S (667MHz),18
"Модуль памяти SODIMM 2GB DDR3 PATRIOT PSD32G160081S (PC12800, 1600MHz)",4
Модуль памяти SODIMM 32GB DDR4 PATRIOT PSD432G32002S (3200MHz),13
Модуль памяти SODIMM 32GB DDR5 Crucial CT32G48C40S5 (4800MHz),2
Модуль памяти SODIMM 32GB DDR5 PATRIOT PSD532G48002S (4800MHz),3
"Модуль памяти SODIMM 4GB DDR3 PATRIOT PSD34G16002S (1600MHz, 1.5V)",13
"Модуль памяти SODIMM 4GB DDR3 PATRIOT PSD34G160081S (PC12800, 1600MHz)",10
"Модуль памяти SODIMM 4GB DDR3 PATRIOT PSD34G1600L2S SL (1600MHz, 1.35V)",15
Модуль памяти SODIMM 4GB DDR4 PATRIOT PSD44G266681S (2666MHz),3
"Модуль памяти SODIMM 8GB DDR3 PATRIOT PSD38G16002S (PC12800, 1600MHz)",11
"Модуль памяти SODIMM 8GB DDR3 PATRIOT PSD38G1600L2S SL (1600MHz, 1.35V)",4
Модуль памяти SODIMM 8GB DDR4 CRUCIAL CT8G4SFRA32A (3200MHz),10
Модуль памяти SODIMM 8GB DDR4 PATRIOT PSD48G320081S (3200MHz),1
Модуль памяти SODIMM 8GB DDR5 PATRIOT PSD58G480041S (4800MHz),7
Модуль памяти SODIMM 8GB DDR5 PATRIOT PSD58G560041S (5600MHz),13
"Монитор LED 24"" AOC 24B20JH2 (FHD IPS, 100Hz, 1ms, VGA/HDMI)",88
